# cosmological_parameters--omega_m cosmological_parameters--s_8 cosmological_parameters--h0 cosmological_parameters--omega_b cosmological_parameters--n_s cosmological_parameters--w
4.729101562499999911e-01 6.766113281250000222e-01 7.971484374999999734e-01 5.027343750000000389e-02 1.017070312500000018e+00 -6.098632812500000000e-01
2.829101562499999889e-01 8.016113281250000222e-01 6.171484375000000355e-01 3.027343750000000000e-02 9.170703125000000400e-01 -1.359863281250000000e+00
2.354101562500000022e-01 7.078613281250000222e-01 8.421484375000000133e-01 6.527343750000000333e-02 9.920703124999999956e-01 -1.547363281250000000e+00
4.254101562500000044e-01 8.328613281250000222e-01 6.621484375000000755e-01 4.527343749999999944e-02 8.920703125000000178e-01 -7.973632812500000000e-01
3.304101562500000311e-01 7.703613281250000222e-01 5.721484374999999956e-01 5.527343750000000833e-02 9.420703125000000622e-01 -1.922363281250000000e+00
1.404101562500000011e-01 8.953613281250000222e-01 7.521484375000000444e-01 3.527343749999999750e-02 1.042070312499999929e+00 -1.172363281250000000e+00
1.344726562499999889e-01 7.039550781250000222e-01 7.240234375000000888e-01 5.214843750000000555e-02 8.826953124999999956e-01 -1.430175781250000000e+00
3.244726562499999911e-01 8.289550781250000222e-01 9.040234375000000266e-01 3.214843750000000167e-02 9.826953124999999734e-01 -6.801757812500000000e-01
4.194726562500000200e-01 7.664550781250000222e-01 8.140234375000000577e-01 6.214843750000000749e-02 1.032695312500000018e+00 -1.805175781250000000e+00
2.294726562499999900e-01 8.914550781250000222e-01 6.340234375000000089e-01 4.214843750000000361e-02 9.326953125000000400e-01 -1.055175781250000000e+00
2.769726562500000044e-01 7.352050781250000222e-01 8.590234375000000977e-01 5.714843750000000305e-02 1.057695312500000151e+00 -1.242675781250000000e+00
4.669726562500000067e-01 8.602050781250000222e-01 6.790234375000000488e-01 3.714843749999999917e-02 9.576953125000000622e-01 -1.992675781250000000e+00
3.719726562499999778e-01 6.727050781250000222e-01 5.890234375000000799e-01 6.714843750000000500e-02 9.076953125000000178e-01 -8.676757812500000000e-01
1.819726562500000033e-01 7.977050781250000222e-01 7.690234375000000178e-01 4.714843750000000111e-02 1.007695312500000107e+00 -1.617675781250000000e+00
2.057226562499999967e-01 7.508300781250000222e-01 6.115234375000000444e-01 3.964843750000000139e-02 9.701953125000000178e-01 -1.523925781250000000e+00
3.957226562499999711e-01 8.758300781250000222e-01 7.915234374999999822e-01 5.964843750000000527e-02 8.701953125000000400e-01 -7.739257812500000000e-01
4.907226562500000000e-01 6.883300781250000222e-01 8.815234375000000622e-01 4.964843750000000333e-02 9.201953124999999734e-01 -1.898925781250000000e+00
3.007226562499999978e-01 8.133300781250000222e-01 7.015234375000000133e-01 6.964843750000000722e-02 1.020195312500000062e+00 -1.148925781250000000e+00
2.532226562499999556e-01 6.570800781250000222e-01 7.465234375000000533e-01 3.464843749999999695e-02 9.451953124999999956e-01 -9.614257812500000000e-01
4.432226562500000133e-01 7.820800781250000222e-01 5.665234375000000044e-01 5.464843750000000777e-02 1.045195312499999973e+00 -1.711425781250000000e+00
3.482226562499999845e-01 7.195800781250000222e-01 6.565234375000000844e-01 4.464843749999999889e-02 9.951953125000000400e-01 -5.864257812500000000e-01
1.582226562499999822e-01 8.445800781250000222e-01 8.365234375000000222e-01 6.464843750000000278e-02 8.951953124999999512e-01 -1.336425781250000000e+00
1.463476562499999856e-01 7.273925781250000222e-01 7.802734375000000000e-01 6.589843750000000389e-02 9.389453125000000178e-01 -1.664550781250000000e+00
3.363476562499999600e-01 8.523925781250000222e-01 6.002734375000000622e-01 4.589843750000000000e-02 1.038945312500000107e+00 -9.145507812500000000e-01
4.313476562499999889e-01 6.648925781250000222e-01 6.902734375000000311e-01 5.589843750000000888e-02 9.889453125000000622e-01 -1.289550781250000000e+00
2.413476562499999867e-01 7.898925781250000222e-01 8.702734375000000799e-01 3.589843749999999806e-02 8.889453124999999734e-01 -5.395507812500000000e-01
2.888476562499999734e-01 6.961425781250000222e-01 5.552734375000000222e-01 6.089843750000000638e-02 1.013945312499999973e+00 -7.270507812500000000e-01
4.788476562499999756e-01 8.211425781250000222e-01 7.352734375000000711e-01 4.089843750000000250e-02 9.139453124999999956e-01 -1.477050781250000000e+00
3.838476562500000022e-01 7.586425781250000222e-01 8.252734375000000400e-01 5.089843750000000444e-02 9.639453125000000400e-01 -1.102050781250000000e+00
1.938476562500000000e-01 8.836425781250000222e-01 6.452734374999999911e-01 3.089843750000000056e-02 1.063945312500000018e+00 -1.852050781250000000e+00
1.700976562500000067e-01 6.805175781250000222e-01 8.927734375000000444e-01 4.339843749999999778e-02 1.026445312499999929e+00 -1.945800781250000000e+00
3.600976562500000089e-01 8.055175781250000222e-01 7.127734375000001066e-01 6.339843750000001554e-02 9.264453125000000622e-01 -1.195800781250000000e+00
4.550976562499999822e-01 7.430175781250000222e-01 6.227734375000000266e-01 3.339843750000000278e-02 8.764453125000000178e-01 -1.570800781250000000e+00
2.650976562500000355e-01 8.680175781250000222e-01 8.027734374999999645e-01 5.339843750000000666e-02 9.764453124999999956e-01 -8.208007812500000000e-01
2.175976562499999933e-01 7.742675781250000222e-01 6.677734375000000666e-01 4.839843750000000222e-02 9.014453125000000400e-01 -6.333007812500000000e-01
4.075976562499999956e-01 8.992675781250000222e-01 8.477734375000001155e-01 6.839843750000000611e-02 1.001445312500000018e+00 -1.383300781250000000e+00
3.125976562500000222e-01 7.117675781250000222e-01 7.577734375000000355e-01 3.839843750000000028e-02 1.051445312500000062e+00 -1.008300781250000000e+00
1.225976562499999922e-01 8.367675781250000222e-01 5.777734375000000977e-01 5.839843750000000416e-02 9.514453124999999734e-01 -1.758300781250000000e+00
1.218554687500000011e-01 7.122558593750000222e-01 9.033203125000000000e-01 4.722656249999999944e-02 9.080859374999999956e-01 -1.192871093750000000e+00
3.118554687500000311e-01 8.372558593750000222e-01 7.233203125000000622e-01 6.722656250000000333e-02 1.008085937499999973e+00 -1.942871093750000000e+00
4.068554687500000044e-01 7.747558593750000222e-01 6.333203124999999822e-01 3.722656249999999750e-02 1.058085937500000018e+00 -8.178710937500000000e-01
2.168554687500000022e-01 8.997558593750000222e-01 8.133203125000000311e-01 5.722656250000000833e-02 9.580859375000000400e-01 -1.567871093750000000e+00
2.643554687499999889e-01 7.435058593750000222e-01 6.783203125000000222e-01 4.222656250000000194e-02 1.033085937500000107e+00 -1.380371093750000000e+00
4.543554687499999911e-01 8.685058593750000222e-01 8.583203125000000711e-01 6.222656250000000583e-02 9.330859375000000178e-01 -6.303710937500000000e-01
3.593554687500000178e-01 6.810058593750000222e-01 7.683203124999999911e-01 3.222656250000000000e-02 8.830859374999999734e-01 -1.755371093750000000e+00
1.693554687499999878e-01 8.060058593750000222e-01 5.883203125000000533e-01 5.222656250000000389e-02 9.830859375000000622e-01 -1.005371093750000000e+00
1.931054687500000089e-01 7.591308593750000222e-01 7.908203125000000666e-01 6.472656250000000111e-02 9.955859375000000178e-01 -9.116210937500000000e-01
3.831054687500000111e-01 8.841308593750000222e-01 6.108203125000000178e-01 4.472656250000000416e-02 8.955859375000000400e-01 -1.661621093750000000e+00
4.781054687499999845e-01 6.966308593750000222e-01 7.008203125000000977e-01 5.472656250000000611e-02 9.455859374999999734e-01 -5.366210937500000000e-01
2.881054687499999822e-01 8.216308593750000222e-01 8.808203125000000355e-01 3.472656250000000222e-02 1.045585937500000062e+00 -1.286621093750000000e+00
2.406054687499999956e-01 6.653808593750000222e-01 5.658203125000000888e-01 6.972656250000000555e-02 9.205859375000000622e-01 -1.474121093750000000e+00
4.306054687499999978e-01 7.903808593750000222e-01 7.458203125000000266e-01 4.972656250000000167e-02 1.020585937499999929e+00 -7.241210937500000000e-01
3.356054687499999689e-01 7.278808593750000222e-01 8.358203125000001066e-01 5.972656250000000361e-02 9.705859374999999956e-01 -1.849121093750000000e+00
1.456054687499999944e-01 8.528808593750000222e-01 6.558203125000000577e-01 3.972656249999999972e-02 8.705859375000000178e-01 -1.099121093750000000e+00
1.574804687499999911e-01 7.200683593750000222e-01 5.995703125000000355e-01 3.097656249999999889e-02 9.643359375000000178e-01 -7.709960937500000000e-01
3.474804687499999933e-01 8.450683593750000222e-01 7.795703124999999734e-01 5.097656250000000278e-02 1.064335937500000107e+00 -1.520996093750000000e+00
4.424804687500000222e-01 6.575683593750000222e-01 8.695703125000000533e-01 4.097656250000000083e-02 1.014335937500000062e+00 -1.145996093750000000e+00
2.524804687499999645e-01 7.825683593750000222e-01 6.895703125000000044e-01 6.097656250000000472e-02 9.143359374999999734e-01 -1.895996093750000000e+00
2.999804687500000067e-01 6.888183593750000222e-01 7.345703125000000444e-01 3.597656250000000333e-02 9.893359375000000400e-01 -1.708496093750000000e+00
4.899804687500000089e-01 8.138183593750000222e-01 5.545703124999999956e-01 5.597656250000000722e-02 8.893359374999999512e-01 -9.584960937500000000e-01
3.949804687499999800e-01 7.513183593750000222e-01 6.445703125000000755e-01 4.597656249999999833e-02 9.393359374999999956e-01 -1.333496093750000000e+00
2.049804687499999778e-01 8.763183593750000222e-01 8.245703125000000133e-01 6.597656250000000222e-02 1.039335937499999973e+00 -5.834960937500000000e-01
1.812304687499999845e-01 6.731933593750000222e-01 7.120703125000000799e-01 5.847656250000000944e-02 1.051835937500000151e+00 -6.772460937500000000e-01
3.712304687499999867e-01 7.981933593750000222e-01 8.920703125000000178e-01 3.847656249999999861e-02 9.518359375000000622e-01 -1.427246093750000000e+00
4.662304687500000155e-01 7.356933593750000222e-01 8.020703125000000488e-01 6.847656250000000444e-02 9.018359375000000178e-01 -1.052246093750000000e+00
2.762304687500000133e-01 8.606933593750000222e-01 6.220703125000000000e-01 4.847656250000000056e-02 1.001835937500000107e+00 -1.802246093750000000e+00
2.287304687499999989e-01 7.669433593750000222e-01 8.470703125000000888e-01 5.347656250000000500e-02 8.768359374999999956e-01 -1.989746093750000000e+00
4.187304687499999734e-01 8.919433593750000222e-01 6.670703125000000400e-01 3.347656250000000111e-02 9.768359374999999734e-01 -1.239746093750000000e+00
3.237304687500000000e-01 7.044433593750000222e-01 5.770703125000000711e-01 6.347656250000000000e-02 1.026835937500000018e+00 -1.614746093750000000e+00
1.337304687499999978e-01 8.294433593750000222e-01 7.570703125000000089e-01 4.347656250000000305e-02 9.268359375000000400e-01 -8.647460937500000000e-01
1.396679687499999822e-01 7.708496093750000222e-01 6.951953125000001066e-01 6.910156250000000500e-02 9.737109375000000400e-01 -1.731933593750000000e+00
3.296679687499999845e-01 8.958496093750000222e-01 8.751953125000000444e-01 4.910156250000000111e-02 8.737109374999999512e-01 -9.819335937500000000e-01
4.246679687500000133e-01 7.083496093750000222e-01 7.851953125000000755e-01 5.910156250000000305e-02 9.237109374999999956e-01 -1.356933593750000000e+00
2.346679687500000111e-01 8.333496093750000222e-01 6.051953125000000266e-01 3.910156249999999917e-02 1.023710937499999973e+00 -6.069335937500000000e-01
2.821679687499999978e-01 6.770996093750000222e-01 8.301953125000001155e-01 6.410156250000001443e-02 9.487109375000000178e-01 -7.944335937500000000e-01
4.721679687500000000e-01 8.020996093750000222e-01 6.501953125000000666e-01 4.410156250000000361e-02 1.048710937500000107e+00 -1.544433593750000000e+00
3.771679687499999711e-01 7.395996093750000222e-01 5.601953125000000977e-01 5.410156250000000555e-02 9.987109375000000622e-01 -1.169433593750000000e+00
1.871679687499999967e-01 8.645996093750000222e-01 7.401953125000000355e-01 3.410156250000000167e-02 8.987109374999999734e-01 -1.919433593750000000e+00
2.109179687499999900e-01 6.927246093750000222e-01 6.276953124999999911e-01 4.160156250000000139e-02 8.862109375000000178e-01 -1.825683593750000000e+00
4.009179687500000200e-01 8.177246093750000222e-01 8.076953125000000400e-01 6.160156250000000527e-02 9.862109374999999956e-01 -1.075683593750000000e+00
4.959179687499999933e-01 7.552246093750000222e-01 8.976953125000000089e-01 3.160156249999999944e-02 1.036210937499999929e+00 -1.450683593750000000e+00
3.059179687499999911e-01 8.802246093750000222e-01 7.176953125000000711e-01 5.160156250000000333e-02 9.362109375000000622e-01 -7.006835937500000000e-01
2.584179687500000044e-01 7.239746093750000222e-01 7.626953125000000000e-01 4.660156249999999889e-02 1.061210937500000062e+00 -5.131835937500000000e-01
4.484179687500000067e-01 8.489746093750000222e-01 5.826953125000000622e-01 6.660156250000000278e-02 9.612109374999999734e-01 -1.263183593750000000e+00
3.534179687499999778e-01 6.614746093750000222e-01 6.726953125000000311e-01 3.660156250000000389e-02 9.112109375000000400e-01 -8.881835937500000000e-01
1.634179687500000033e-01 7.864746093750000222e-01 8.526953125000000799e-01 5.660156250000000777e-02 1.011210937500000018e+00 -1.638183593750000000e+00
1.515429687500000067e-01 6.536621093750000222e-01 8.189453125000000222e-01 5.285156250000000444e-02 1.029960937500000062e+00 -1.310058593750000000e+00
3.415429687500000089e-01 7.786621093750000222e-01 6.389453125000000844e-01 3.285156250000000056e-02 9.299609374999999734e-01 -5.600585937500000000e-01
4.365429687499999822e-01 7.161621093750000222e-01 7.289453125000000533e-01 6.285156250000001332e-02 8.799609375000000400e-01 -1.685058593750000000e+00
2.465429687500000078e-01 8.411621093750000222e-01 9.089453124999999911e-01 4.285156250000000250e-02 9.799609375000000178e-01 -9.350585937500000000e-01
2.940429687500000222e-01 7.474121093750000222e-01 5.939453125000000444e-01 5.785156250000000888e-02 9.049609375000000622e-01 -1.122558593750000000e+00
4.840429687500000244e-01 8.724121093750000222e-01 7.739453124999999822e-01 3.785156249999999806e-02 1.004960937499999929e+00 -1.872558593750000000e+00
3.890429687499999956e-01 6.849121093750000222e-01 8.639453125000000622e-01 6.785156250000000389e-02 1.054960937499999973e+00 -7.475585937500000000e-01
1.990429687499999933e-01 8.099121093750000222e-01 6.839453125000000133e-01 4.785156250000000000e-02 9.549609374999999956e-01 -1.497558593750000000e+00
1.752929687500000000e-01 7.317871093750000222e-01 8.864453125000000266e-01 3.535156250000000278e-02 9.424609375000000400e-01 -1.591308593750000000e+00
3.652929687500000022e-01 8.567871093750000222e-01 7.064453125000000888e-01 5.535156250000000666e-02 1.042460937500000018e+00 -8.413085937500000000e-01
4.602929687499999756e-01 6.692871093750000222e-01 6.164453125000000089e-01 4.535156249999999778e-02 9.924609375000000844e-01 -1.966308593750000000e+00
2.702929687499999734e-01 7.942871093750000222e-01 7.964453125000000577e-01 6.535156250000001554e-02 8.924609374999999956e-01 -1.216308593750000000e+00
2.227929687499999867e-01 7.005371093750000222e-01 6.614453125000000488e-01 3.035156249999999833e-02 1.017460937500000107e+00 -1.028808593750000000e+00
4.127929687499999889e-01 8.255371093750000222e-01 8.414453125000000977e-01 5.035156250000000222e-02 9.174609375000000178e-01 -1.778808593750000000e+00
3.177929687499999600e-01 7.630371093750000222e-01 7.514453125000000178e-01 4.035156250000000028e-02 9.674609375000000622e-01 -6.538085937500000000e-01
1.277929687499999856e-01 8.880371093750000222e-01 5.714453125000000799e-01 6.035156250000000416e-02 1.067460937500000151e+00 -1.403808593750000000e+00
1.307617187500000056e-01 7.376464843750000222e-01 7.430078125000000311e-01 5.503906249999999944e-02 8.752734374999999734e-01 -1.485839843750000000e+00
3.207617187500000355e-01 8.626464843750000222e-01 5.630078125000000933e-01 3.503906250000000250e-02 9.752734375000000622e-01 -7.358398437500000000e-01
4.157617187500000089e-01 6.751464843750000222e-01 6.530078125000000622e-01 6.503906250000000833e-02 1.025273437500000107e+00 -1.860839843750000000e+00
2.257617187500000067e-01 8.001464843750000222e-01 8.330078125000000000e-01 4.503906250000000444e-02 9.252734375000000178e-01 -1.110839843750000000e+00
2.732617187499999933e-01 7.063964843750000222e-01 6.080078125000000222e-01 5.003906250000000194e-02 1.050273437500000018e+00 -9.233398437500000000e-01
4.632617187499999956e-01 8.313964843750000222e-01 7.880078125000000711e-01 3.003906249999999806e-02 9.502734375000000400e-01 -1.673339843750000000e+00
3.682617187500000222e-01 7.688964843750000222e-01 8.780078125000000400e-01 6.003906250000000389e-02 9.002734374999999956e-01 -5.483398437500000000e-01
